0, 3.850395055917593, 3.3187624307779164, [80 92  4 29 68]
1, 3.2693204105409803, 3.314526704641489, [81 56 77 18 91]
2, 3.2607665897434592, 3.287763925699087, [32 18 72 26 98]
3, 3.2383585241105823, 3.258854077412532, [52 13 12  9 61]
4, 3.2034716320852947, 3.1823035937089186, [30  8 15 12 95]
5, 3.1458667160099387, 3.1403458485236535, [ 38  65  97 101   0]
6, 3.0362739929786096, 2.9231816621927114, [20 86 42 76 62]
7, 2.595769488913381, 1.8682807500545795, [30 74 90 23 66]
8, 0.8684616365239152, 0.2906790582033304, [65 63 28 70 46]
9, 0.22065409145548812, 0.1376922938686151, [39 45 76 10 23]
10, 0.13755654027828804, 0.10752737464813086, [ 88 103   0  11 101]
11, 0.08400626572915632, 0.04109616563297235, [15 74 58 62 29]
12, 0.03493202929822808, 0.0525887286147246, [95 59 39  1 93]
13, 0.03912024566919631, 0.032539147310532056, [ 33   3  48 100  50]
14, 0.02480459140820636, 0.015199469474072639, [24 71 13 66 41]
15, 0.04125145396106263, 0.03169487595844727, [41 57 11 37 82]
16, 0.02272391953688656, 0.03004203414401183, [52 47 36 94 31]
17, 0.018545410942095213, 0.034892912166049846, [67 65  1 56 88]
18, 0.014378708500701647, 0.030278869367276248, [85 73 29 43 40]
19, 0.010339207222892178, 0.005946309771388769, [54  7 51 73 62]
20, 0.006258098963791361, 0.006741883143639335, [45 25 76 94 63]
21, 0.005508550018884051, 0.005546514661266253, [102  33  91  50  91]
22, 0.004973656205364909, 0.01429729014993287, [19 21 42 28 47]
23, 0.005232103413735063, 0.012032863988469426, [103   5  31  70  22]
24, 0.0037686132037868868, 0.01212375765093244, [96 61 69 75 22]
25, 0.0034104181875466793, 0.009761674544559075, [26 44 74 95 68]
26, 0.003081531616118856, 0.010597314219921827, [76 44 55 73  1]
27, 0.002970462121690313, 0.011601730500562834, [72 91 42 87 81]
28, 0.002851616183264006, 0.01098879503730971, [ 2  6 86 34 41]
