0, 4.7714285536757055, 4.448694138203637, [2565 1997 3187 2438  833]
1, 4.441377385382382, 4.453922374773834, [ 122 2251 3724 3032  853]
2, 4.441168178814762, 4.468506518056837, [1779 2853  379 3458 1238]
3, 4.440932826838403, 4.466194789288408, [2988 2827 2905 3503 1668]
4, 4.440580869283316, 4.479779402078209, [3599 2905 3614 3552 3164]
5, 4.438059150835254, 4.453646403248027, [ 350 2996  968 3400 2932]
6, 4.437940732488093, 4.484884325730598, [1272 2289 2156   31  912]
7, 4.4379881760984095, 4.4686790825956955, [  94 1037 2644 2981  462]
8, 4.437731933706211, 4.470996549573996, [3100 2607  149 2044 1014]
9, 4.4366209130242185, 4.462098042843706, [ 663  398 1674 2122 2704]
10, 4.436472185490266, 4.466694617675523, [3528 1115 3349 2956 1472]
11, 4.436560795779498, 4.457072566121312, [2907 3049 2270 2959 1926]
12, 4.436708174898939, 4.477885189702955, [2395 2436 3761 3705  683]
13, 4.435994804242871, 4.47272040076175, [2123  740 1148  358 1822]
14, 4.436000138408733, 4.477316352270417, [2277  607 2426 3114 2473]
15, 4.435967223711733, 4.483520086538994, [2688 1166 3379 3125  387]
16, 4.435979611356303, 4.483871241747322, [1815 1751 1129 1275  807]
17, 4.435728241137738, 4.484370103326895, [ 724 2726  477 3466 3284]
18, 4.4356655686531425, 4.4813752800731335, [3447 1503 3432 3195 2972]
19, 4.43566406211763, 4.480159769623967, [3388 1426  513  510 1297]
20, 4.435700128888184, 4.480456849276009, [2107  709 1878 2699   64]
21, 4.435530463029753, 4.481445330684468, [2651  214  708 1592  954]
22, 4.4354900804330715, 4.484180106955059, [2023  395 2261 3654 3329]
23, 4.435452984976319, 4.484837876538099, [2984 2225 3315 2625  120]
24, 4.43549221956505, 4.485079261205964, [2383  935 1037 2374 2488]
25, 4.435355998660033, 4.486021311606391, [ 626 3276 1029 1384 2421]
26, 4.435356677140829, 4.484408621060646, [3340 1871  248 3733 1487]
27, 4.4353484872377145, 4.485374635559017, [ 223 2479 2604 2653 3071]
28, 4.435374697986639, 4.483414900504936, [ 323  754 2275  752 2835]
29, 4.435316219644727, 4.483899177131006, [2788  750 1561  372 3075]
30, 4.435329568161155, 4.48443610890437, [1066 3070 1453 2215 3054]
31, 4.43534227935773, 4.4826762282242205, [3101  785 1517 1410  723]
32, 4.435369193778848, 4.482183523097281, [ 733 2017  102 2706 1822]
33, 4.435286095907103, 4.482270247855429, [2871  804 1720 3057 2108]
34, 4.4352878194934915, 4.4825518899044745, [1454 2428 1072  576 2525]
35, 4.435264586727574, 4.482101633387097, [ 953 2718 1991 2944 2306]
36, 4.435257416851115, 4.482185592085628, [ 102 1598  505  301  937]
37, 4.4352841804612355, 4.4818710755493685, [2401 2824 1013 1970 3744]
38, 4.435299212977571, 4.482225614078974, [2890  224  524 3528 1989]
39, 4.435271724552479, 4.482119659246025, [3586  939 1269 2317 3161]
40, 4.435223509793012, 4.482484110331131, [1695  823 1833  666 2195]
41, 4.435215652776214, 4.482298900515346, [ 267 3388 2471 3695  125]
42, 4.435253575500452, 4.482174660189677, [1354 3628 2266  698 1740]
43, 4.435279722371192, 4.481994688510895, [ 750 1700 2320 1761  290]
44, 4.43522775724249, 4.481989813053001, [3764 2284 1361 3114 3419]
45, 4.435256092503386, 4.48224690910113, [ 559 2670 3643 3527 1814]
46, 4.435267463944993, 4.48203971830465, [ 749  302 3525 2032 1517]
47, 4.435269775817979, 4.482106147176128, [ 178 3614  750 3044 2704]
48, 4.435235104583344, 4.4820422661506525, [ 483  456 3291 3003 1446]
49, 4.435245878179118, 4.48204473721779, [3568  663 2924 2441 3563]
50, 4.435228825290248, 4.482108028258308, [1082   62 3265 2080  657]
51, 4.435230181014763, 4.482131444801719, [ 323  151 3669 3144 3348]
52, 4.43530913456431, 4.482003215005842, [1109 3337   71  590 1558]
53, 4.435239303561876, 4.48205756130865, [ 269 2050 2015 1654 1468]
54, 4.4353183664240925, 4.482039290969655, [ 172  389 1385 1632 3079]
55, 4.435224291288628, 4.481984500157631, [2193 3485  395 1060 2068]
56, 4.435274194658927, 4.4820337174302445, [3555 2084  434 1879 1505]
